,A,Length
3673,anachorism,10.0
3674,anachronic,10.0
3675,anachronical,12.0
3676,anachronism,11.0
3677,anachronistic,13.0
3678,anachronize,11.0
3679,anachronous,11.0
3680,anaclastic,10.0
3681,anaclastics,11.0
3682,anacoenosis,11.0
3683,anacoluthic,11.0
3684,anacoluthon,11.0
3685,anaconda,8.0
3686,anacreontic,11.0
3687,anacrotic,9.0
3688,anacrotism,10.0
3689,anacrusis,9.0
3690,anadem,6.0
3691,anadiplosis,11.0
3692,anadrom,7.0
3693,anadromous,10.0
3694,anaemia,7.0
3695,anaemic,7.0
3696,anaerobic,9.0
3697,anaerobies,10.0
3698,anaerobiotic,12.0
3699,anaesthesia,11.0
3700,anaesthesis,11.0
3701,anaesthetic,11.0
3702,anaesthetization,16.0
3703,anaesthetize,12.0
3704,anaglyph,8.0
3705,anaglyphic,10.0
3706,anaglyphical,12.0
3707,anaglyptic,10.0
3708,anaglyptics,11.0
3709,anaglyptograph,14.0
3710,anaglyptographic,16.0
3711,anaglyptography,15.0
3712,anagnorisis,11.0
3713,anagoge,7.0
3714,anagogic,8.0
3715,anagogical,10.0
3716,anagogics,9.0
3717,anagogy,7.0
3718,anagram,7.0
3719,anagrammatic,12.0
3720,anagrammatical,14.0
3721,anagrammatism,13.0
3722,anagrammatist,13.0
3723,anagrammatize,13.0
3724,anagraph,8.0
3725,anakim,6.0
3726,anaks,5.0
3727,anal,4.0
3728,analcime,8.0
3729,analcite,8.0
3730,analectic,9.0
3731,analects,8.0
3732,analecta,8.0
3733,analemma,8.0
3734,analepsis,9.0
3735,analepsy,8.0
3736,analeptic,9.0
3737,analgesia,9.0
3738,anallagmatic,12.0
3739,anallantoic,11.0
3740,anallantoidea,13.0
3741,analogal,8.0
3742,analogic,8.0
3743,analogical,10.0
3744,analogically,12.0
3745,analogicalness,14.0
3746,analogism,9.0
3747,analogist,9.0
3748,analogize,9.0
3749,analogon,8.0
3750,analogous,9.0
3751,analogue,8.0
3752,analogies,9.0
3753,analogy,7.0
3754,analyse,7.0
3755,analyser,8.0
3756,analyses,8.0
3757,analysis,8.0
3758,analyst,7.0
3759,analytic,8.0
3760,analytical,10.0
3761,analytically,12.0
3762,analytics,9.0
3763,analyzable,10.0
3764,analyzation,11.0
3765,analyzed,8.0
3766,analyzing,9.0
3767,analyze,7.0
3768,analyzer,8.0
3769,anamese,7.0
3770,anamnesis,9.0
3771,anamnestic,10.0
3772,anamniotic,10.0
3773,anamorphism,11.0
3774,anamorphosis,12.0
3775,anamorphosy,11.0
3776,anan,4.0
3777,ananas,6.0
3778,anandrous,9.0
3779,anangular,9.0
3780,anantherous,11.0
3781,ananthous,9.0
3782,anapaest,8.0
3783,anapaestic,10.0
3784,anapest,7.0
3785,anapestic,9.0
3786,anapestical,11.0
3787,anaphora,8.0
3788,anaphrodisia,12.0
3789,anaphrodisiac,13.0
3790,anaphroditic,12.0
3791,anaplastic,10.0
3792,anaplasty,9.0
3793,anaplerotic,11.0
3794,anapnograph,11.0
3795,anapnoic,8.0
3796,anapodeictic,12.0
3797,anapophysis,11.0
3798,anaptotic,9.0
3799,anaptichi,9.0
3800,anaptychus,10.0
3801,anarch,6.0
3802,anarchal,8.0
3803,anarchic,8.0
3804,anarchical,10.0
3805,anarchism,9.0
3806,anarchist,9.0
3807,anarchize,9.0
3808,anarchy,7.0
3809,anarthropoda,12.0
3810,anarthropodous,14.0
3811,anarthrous,10.0
3812,anas,4.0
3813,anasarca,8.0
3814,anasarcous,10.0
3815,anastaltic,10.0
3816,anastate,8.0
3817,anastatic,9.0
3818,anastomozed,11.0
3819,anastomosing,12.0
3820,anastomose,10.0
3821,anastomoses,11.0
3822,anastomosis,11.0
3823,anastomotic,11.0
3824,anastrophe,10.0
3825,anathemas,9.0
3826,anathema,8.0
3827,anathematic,11.0
3828,anathematical,13.0
3829,anathematism,12.0
3830,anathematization,16.0
3831,anathematized,13.0
3832,anathematizing,14.0
3833,anathematize,12.0
3834,anathematizer,13.0
3835,anatifae,8.0
3836,anatifa,7.0
3837,anatifer,8.0
3838,anatiferous,11.0
3839,anatine,7.0
3840,anatocism,9.0
3841,anatomic,8.0
3842,anatomical,10.0
3843,anatomically,12.0
3844,anatomism,9.0
3845,anatomist,9.0
3846,anatomization,13.0
3847,anatomized,10.0
3848,anatomizing,11.0
3849,anatomize,9.0
3850,anatomizer,10.0
3851,anatomies,9.0
3852,anatomy,7.0
3853,anatreptic,10.0
3854,anatron,7.0
3855,anatropal,9.0
3856,anatropous,10.0
3857,anatto,6.0
3858,anbury,6.0
3859,ambury,6.0
3860,ancestor,8.0
3861,ancestorial,11.0
3862,ancestorially,13.0
3863,ancestral,9.0
3864,ancestress,10.0
3865,ancestry,8.0
3866,anchor,6.0
3867,anchored,8.0
3868,anchoring,9.0
3869,anchorable,10.0
3870,anchorage,9.0
3871,anchorate,9.0
3872,anchoress,9.0
3873,anchoret,8.0
3874,anchorite,9.0
3875,anchoretic,10.0
3876,anchoretical,12.0
3877,anchoretish,11.0
3878,anchoretism,11.0
3879,anchoritess,11.0
3880,anchorless,10.0
3881,anchovy,7.0
3882,anchusin,8.0
3883,anchylosed,10.0
3884,anchylosing,11.0
3885,anchylose,9.0
3886,anchylosis,10.0
3887,ankylosis,9.0
3888,anchylotic,10.0
3889,ancient,7.0
3890,anciently,9.0
3891,ancientness,11.0
3892,ancientry,9.0
3893,ancienty,8.0
3894,ancile,6.0
3895,ancillary,9.0
3896,ancille,7.0
3897,ancipital,9.0
3898,ancipitous,10.0
3899,ancistroid,10.0
3900,ancle,5.0
3901,ancome,6.0
3902,ancones,7.0
3903,ancon,5.0
3904,ancone,6.0
3905,anconal,7.0
3906,anconeal,8.0
3907,anconeus,8.0
3908,anconoid,8.0
3909,ancony,6.0
3910,and,3.0
3911,andabatism,10.0
3912,andalusite,10.0
3913,andante,7.0
3914,andantino,9.0
3915,andarac,7.0
3916,andean,6.0
3917,andesine,8.0
3918,andesite,8.0
3919,andine,6.0
3920,andiron,7.0
3921,andranatomy,11.0
3922,androecium,10.0
3923,androgyne,9.0
3924,androgynous,11.0
3925,androgynal,10.0
3926,androgyny,9.0
3927,androgynism,11.0
3928,android,7.0
3929,androides,9.0
3930,andromeda,9.0
3931,andron,6.0
3932,andropetalous,13.0
3933,androphagi,10.0
3934,androphagous,12.0
3935,androphore,10.0
3936,androsphinx,11.0
3937,androspore,10.0
3938,androtomous,11.0
3939,androtomy,9.0
3940,androus,7.0
3941,anear,5.0
3942,aneath,6.0
3943,anecdotage,10.0
3944,anecdotal,9.0
3945,anecdote,8.0
3946,anecdotic,9.0
3947,anecdotical,11.0
3948,anecdotist,10.0
3949,anelace,7.0
3950,anele,5.0
3951,anelectric,10.0
3952,anelectrode,11.0
3953,anelectrotonus,14.0
3954,anemogram,9.0
3955,anemograph,10.0
3956,anemographic,12.0
3957,anemography,11.0
3958,anemology,9.0
3959,anemometer,10.0
3960,anemometric,11.0
3961,anemometrical,13.0
3962,anemometrograph,15.0
3963,anemometry,10.0
3964,anemone,7.0
3965,anemonic,8.0
3966,anemonin,8.0
3967,anemony,7.0
3968,anemorphilous,13.0
3969,anemoscope,10.0
3970,anencephalic,12.0
3971,anencephalous,13.0
3972,anenst,6.0
3973,anent,5.0
3974,anenterous,10.0
3975,aneroid,7.0
3976,anes,4.0
3977,anesthesia,10.0
3978,anesthetic,10.0
3979,anet,4.0
3980,anethol,7.0
3981,anetic,6.0
3982,aneurism,8.0
3983,aneurismal,10.0
3984,anew,4.0
3985,anfractuose,11.0
3986,anfractuosities,15.0
3987,anfractuosity,13.0
3988,anfractuous,11.0
3989,anfracture,10.0
3990,angariation,11.0
3991,angeiology,10.0
3992,angeiotomy,10.0
3993,angel,5.0
3994,angelage,8.0
3995,angelet,7.0
3996,angelhood,9.0
3997,angelic,7.0
3998,angelical,9.0
3999,angelica,8.0
4000,angelically,11.0
4001,angelicalness,13.0
4002,angelify,8.0
4003,angelize,8.0
4004,angellike,9.0
4005,angelolatry,11.0
4006,angelology,10.0
4007,angelophany,11.0
4008,angelot,7.0
4009,angelus,7.0
4010,anger,5.0
4011,angered,7.0
4012,angering,8.0
4013,angerly,7.0
4014,angevine,8.0
4015,angienchyma,11.0
4016,angina,6.0
4017,anginous,8.0
4018,anginose,8.0
4019,angiocarpous,12.0
4020,angiography,11.0
4021,angiology,9.0
4022,angioma,7.0
4023,angiomonospermous,17.0
4024,angioscope,10.0
4025,angiosperm,10.0
4026,angiospermatous,15.0
4027,angiospermous,13.0
4028,angiosporous,12.0
4029,angiostomous,12.0
4030,angiotomy,9.0
4031,angle,5.0
4032,angled,6.0
4033,angling,7.0
4034,anglemeter,10.0
4035,angler,6.0
4036,angles,6.0
4037,anglesite,9.0
4038,anglewise,9.0
4039,angleworm,9.0
4040,anglian,7.0
4041,anglic,6.0
4042,anglican,8.0
4043,anglicanism,11.0
4044,anglice,7.0
4045,anglicify,9.0
4046,anglicism,9.0
4047,anglicity,9.0
4048,anglicization,13.0
4049,anglicized,10.0
4050,anglicizing,11.0
4051,anglicize,9.0
4052,anglified,9.0
4053,anglifying,10.0
4054,anglify,7.0
4055,anglomania,10.0
4056,anglomaniac,11.0
4057,anglophobia,11.0
4058,angola,6.0
4059,angor,5.0
4060,angora,6.0
4061,angrily,7.0
4062,angriness,9.0
4063,angry,5.0
4064,anguiform,9.0
4065,anguilliform,12.0
4066,anguine,7.0
4067,anguineal,9.0
4068,anguineous,10.0
4069,anguish,7.0
4070,angular,7.0
4071,angularity,10.0
4072,angularly,9.0
4073,angularness,11.0
4074,angulate,8.0
4075,angulated,9.0
4076,angulation,10.0
4077,angulometer,11.0
4078,angulose,8.0
4079,angulosity,10.0
4080,angulous,8.0
4081,angust,6.0
4082,angustate,9.0
4083,angustation,11.0
4084,angustifoliate,14.0
4085,angustifolious,14.0
4086,angwantibo,10.0
4087,anhang,6.0
4088,anharmonic,10.0
4089,anhelation,10.0
4090,anhele,6.0
4091,anhelose,8.0
4092,anhelous,8.0
4093,anhima,6.0
4094,anhinga,7.0
4095,anhistous,9.0
4096,anhungered,10.0
4097,anhydride,9.0
4098,anhydrite,9.0
4099,anhydrous,9.0
4100,ani,3.0
4101,ano,3.0
4102,anicut,6.0
4103,annicut,7.0
4104,anidiomatical,13.0
4105,anient,6.0
4106,anientise,9.0
4107,anigh,5.0
4108,anight,6.0
4109,anights,7.0
4110,anil,4.0
4111,anile,5.0
4112,anileness,9.0
4113,anilic,6.0
4114,anilide,7.0
4115,aniline,7.0
4116,anility,7.0
4117,animadversal,12.0
4118,animadversion,13.0
4119,animadversive,13.0
4120,animadverted,12.0
4121,animadverting,13.0
4122,animadvert,10.0
4123,animadverter,12.0
4124,animal,6.0
4125,animalcular,11.0
4126,animalculine,12.0
4127,animalcule,10.0
4128,animalculism,12.0
4129,animalculist,12.0
4130,animalcula,10.0
4131,animalculum,11.0
4132,animalish,9.0
4133,animalism,9.0
4134,animality,9.0
4135,animalization,13.0
4136,animalized,10.0
4137,animalizing,11.0
4138,animalize,9.0
4139,animally,8.0
4140,animalness,10.0
4141,animastic,9.0
4142,animated,8.0
4143,animating,9.0
4144,animate,7.0
4145,animatedly,10.0
4146,animater,8.0
4147,animation,9.0
4148,animative,9.0
4149,animator,8.0
4150,anime,5.0
4151,animism,7.0
4152,animist,7.0
4153,animistic,9.0
4154,animose,7.0
4155,animous,7.0
4156,animoseness,11.0
4157,animosities,11.0
4158,animosity,9.0
4159,animi,5.0
4160,animus,6.0
4161,anion,5.0
4162,anise,5.0
4163,aniseed,7.0
4164,anisette,8.0
4165,anisic,6.0
4166,anisodactyla,12.0
4167,anisodactyls,12.0
4168,anisodactylous,14.0
4169,anisomeric,10.0
4170,anisomerous,11.0
4171,anisometric,11.0
4172,anisopetalous,13.0
4173,anisophyllous,13.0
4174,anisopleura,11.0
4175,anisopoda,9.0
4176,anisostemonous,14.0
4177,anisosthenic,12.0
4178,anisotrope,10.0
4179,anisotropic,11.0
4180,anisotropous,12.0
4181,anker,5.0
4182,ankerite,8.0
4183,ankle,5.0
4184,ankled,6.0
4185,anklet,6.0
4186,ankylose,8.0
4187,anlace,6.0
4188,ann,3.0
4189,annat,5.0
4190,anna,4.0
4191,annal,5.0
4192,annalist,8.0
4193,annalistic,10.0
4194,annalize,8.0
4195,annals,6.0
4196,annats,6.0
4197,annates,7.0
4198,annealed,8.0
4199,annealing,9.0
4200,anneal,6.0
4201,annealer,8.0
4202,annectent,9.0
4203,annelid,7.0
4204,annelidan,9.0
4205,annelida,8.0
4206,annelidous,10.0
4207,annellata,9.0
4208,anneloid,8.0
4209,annexed,7.0
4210,annexing,8.0
4211,annex,5.0
4212,annexation,10.0
4213,annexationist,13.0
4214,annexer,7.0
4215,annexion,8.0
4216,annexionist,11.0
4217,annexment,9.0
4218,annihilable,11.0
4219,annihilated,11.0
4220,annihilating,12.0
4221,annihilate,10.0
4222,annihilation,12.0
4223,annihilationist,15.0
4224,annihilative,12.0
4225,annihilator,11.0
4226,annihilatory,12.0
4227,anniversarily,13.0
4228,anniversary,11.0
4229,anniversaries,13.0
4230,anniverse,9.0
4231,annodated,9.0
4232,annominate,10.0
4233,annomination,12.0
4234,annotated,9.0
4235,annotating,10.0
4236,annotate,8.0
4237,annotation,10.0
4238,annotationist,13.0
4239,annotative,10.0
4240,annotator,9.0
4241,annotatory,10.0
4242,annotine,8.0
4243,annotinous,10.0
4244,annotto,7.0
4245,arnotto,7.0
4246,announced,9.0
4247,announcing,10.0
4248,announce,8.0
4249,announcement,12.0
4250,announcer,9.0
4251,annoyed,7.0
4252,annoying,8.0
4253,annoy,5.0
4254,annoyance,9.0
4255,annoyer,7.0
4256,annoyful,8.0
4257,annoyous,8.0
4258,annual,6.0
4259,annualist,9.0
4260,annually,8.0
4261,annuary,7.0
4262,annueler,8.0
4263,annuent,7.0
4264,annuitant,9.0
4265,annuities,9.0
4266,annuity,7.0
4267,annulled,8.0
4268,annulling,9.0
4269,annul,5.0
4270,annular,7.0
4271,annularity,10.0
4272,annularry,9.0
4273,annulary,8.0
4274,annulata,8.0
4275,annulate,8.0
4276,annulated,9.0
4277,annulation,10.0
4278,annulet,7.0
4279,annullable,10.0
4280,annuller,8.0
4281,annulment,9.0
4282,annuloid,8.0
4283,annuloida,9.0
4284,annulosa,8.0
4285,annulosan,9.0
4286,annulose,8.0
4287,annuli,6.0
4288,annulus,7.0
4289,annumerate,10.0
4290,annumeration,12.0
4291,annunciable,11.0
4292,annunciated,11.0
4293,annunciating,12.0
4294,annunciate,10.0
4295,annunciation,12.0
4296,annunciative,12.0
4297,annunciator,11.0
4298,annunciatory,12.0
4299,anoa,4.0
4300,anode,5.0
4301,anodon,6.0
4302,anodyne,7.0
4303,anodynous,9.0
4304,anoil,5.0
4305,anointed,8.0
4306,anointing,9.0
4307,anoint,6.0
4308,anointer,8.0
4309,anointment,10.0
4310,anolis,6.0
4311,anomal,6.0
4312,anomaliped,10.0
4313,anomalipede,11.0
4314,anomalism,9.0
4315,anomalistic,11.0
4316,anomalistical,13.0
4317,anomalistically,15.0
4318,anomaloflorous,14.0
4319,anomalous,9.0
4320,anomalously,11.0
4321,anomalousness,13.0
4322,anomalies,9.0
4323,anomaly,7.0
4324,anomia,6.0
4325,anomophyllous,13.0
4326,anomura,7.0
4327,anomoura,8.0
4328,anomural,8.0
4329,anomuran,8.0
4330,anomy,5.0
4331,anon,4.0
4332,anona,5.0
4333,anonaceous,10.0
4334,anonym,6.0
4335,anonymity,9.0
4336,anonymous,9.0
4337,anonymously,11.0
4338,anonymousness,13.0
4339,anophyte,8.0
4340,anopla,6.0
4341,anoplothere,11.0
4342,anoplotherium,13.0
4343,anoplura,8.0
4344,anopsia,7.0
4345,anopsy,6.0
4346,anorexia,8.0
4347,anorexy,7.0
4348,anormal,7.0
4349,anorn,5.0
4350,anorthic,8.0
4351,anorthite,9.0
4352,anorthoscope,12.0
4353,anosmia,7.0
4354,another,7.0
4355,anotta,6.0
4356,anoura,6.0
4357,anourous,8.0
4358,ansae,5.0
4359,ansa,4.0
4360,ansated,7.0
4361,anserated,9.0
4362,anseres,7.0
4363,anseriformes,12.0
4364,anserine,8.0
4365,anserous,8.0
4366,answered,8.0
4367,answering,9.0
4368,answer,6.0
4369,answerable,10.0
4370,answerableness,14.0
4371,answerably,10.0
4372,answerer,8.0
4373,answerless,10.0
4374,ant,3.0
4375,antae,5.0
4376,anta,4.0
4377,antacid,7.0
4378,antacrid,8.0
4379,antaean,7.0
4380,antagonism,10.0
4381,antagonist,10.0
4382,antagonistic,12.0
4383,antagonistical,14.0
4384,antagonized,11.0
4385,antagonozing,12.0
4386,antagonize,10.0
4387,antagony,8.0
4388,antalgic,8.0
4389,antalkali,9.0
4390,antalkaline,11.0
4391,antambulacral,13.0
4392,antanaclasis,12.0
4393,antanagoge,10.0
4394,antaphrodisiac,14.0
4395,antaphroditic,13.0
4396,antapoplectic,13.0
4397,antarchism,10.0
4398,antarchist,10.0
4399,antarchistic,12.0
4400,antarchistical,14.0
4401,antarctic,9.0
4402,antares,7.0
4403,antarthritic,12.0
4404,antasthmatic,12.0
4405,ante,4.0
4406,anteact,7.0
4407,anteal,6.0
4408,antecedaneous,13.0
4409,antecede,8.0
4410,antecedence,11.0
4411,antecedency,11.0
4412,antecedent,10.0
4413,antecedently,12.0
4414,antecessor,10.0
4415,antechamber,11.0
4416,antechapel,10.0
4417,antecians,9.0
4418,antecommunion,13.0
4419,antecursor,10.0
4420,antedate,8.0
4421,antedated,9.0
4422,antedating,10.0
4423,antediluvial,12.0
4424,antediluvian,12.0
4425,antefact,8.0
4426,antefixes,9.0
4427,antefixa,8.0
4428,antefix,7.0
4429,anteflexion,11.0
4430,antelope,8.0
4431,antelucan,9.0
4432,antemeridian,12.0
4433,antemetic,9.0
4434,antemosaic,10.0
4435,antemundane,11.0
4436,antemural,9.0
4437,antenatal,9.0
4438,antenicene,10.0
4439,antennae,8.0
4440,antenna,7.0
4441,antennal,8.0
4442,antenniferous,13.0
4443,antenniform,11.0
4444,antennule,9.0
4445,antenumber,10.0
4446,antenuptial,11.0
4447,anteorbital,11.0
4448,antepaschal,11.0
4449,antepast,8.0
4450,antependium,11.0
4451,antepenult,10.0
4452,antepenultima,13.0
4453,antepenultimate,15.0
4454,antephialtic,12.0
4455,antepileptic,12.0
4456,antepone,8.0
4457,anteport,8.0
4458,anteportico,11.0
4459,anteposition,12.0
4460,anteprandial,12.0
4461,antepredicament,15.0
4462,anterior,8.0
4463,anteriority,11.0
4464,anteriorly,10.0
4465,anteroom,8.0
4466,antes,5.0
4467,antestature,11.0
4468,antestomach,11.0
4469,antetemple,10.0
4470,anteversion,11.0
4471,antevert,8.0
4472,anthelia,8.0
4473,anthelion,9.0
4474,anthelix,8.0
4475,anthelmintic,12.0
4476,anthem,6.0
4477,anthemion,9.0
4478,anthemis,8.0
4479,anthemwise,10.0
4480,anther,6.0
4481,antheridia,10.0
4482,antheridium,11.0
4483,antheriferous,13.0
4484,antheriform,11.0
4485,antherogenous,13.0
4486,antheroid,9.0
4487,antherozoid,11.0
4488,antherozooid,12.0
4489,anthesis,8.0
4490,anthobian,9.0
4491,anthobranchia,13.0
4492,anthocarpous,12.0
4493,anthocyanin,11.0
4494,anthodium,9.0
4495,anthography,11.0
4496,anthoid,7.0
4497,anthokyan,9.0
4498,antholite,9.0
4499,anthological,12.0
4500,anthologist,11.0
4501,anthology,9.0
4502,anthomania,10.0
4503,anthophagous,12.0
4504,anthophore,10.0
4505,anthophorous,12.0
4506,anthophyllite,13.0
4507,anthorism,9.0
4508,anthotaxy,9.0
4509,anthozoa,8.0
4510,anthozoan,9.0
4511,anthozoic,9.0
4512,anthracene,10.0
4513,anthracic,9.0
4514,anthraciferous,14.0
4515,anthracite,10.0
4516,anthracitic,11.0
4517,anthracoid,10.0
4518,anthracomancy,13.0
4519,anthracometer,13.0
4520,anthracometric,14.0
4521,anthraconite,12.0
4522,anthraquinone,13.0
4523,anthrax,7.0
4524,anthrenus,9.0
4525,anthropic,9.0
4526,anthropical,11.0
4527,anthropidae,11.0
4528,anthropocentric,15.0
4529,anthropogenic,13.0
4530,anthropogeny,12.0
4531,anthropoglot,12.0
4532,anthropography,14.0
4533,anthropoid,10.0
4534,anthropoidal,12.0
4535,anthropoidea,12.0
4536,anthropolatry,13.0
4537,anthropolite,12.0
4538,anthropologic,13.0
4539,anthropological,15.0
4540,anthropologist,14.0
4541,anthropology,12.0
4542,anthropomancy,13.0
4543,anthropometric,14.0
4544,anthropometrical,16.0
4545,anthropometry,13.0
4546,anthropomorpha,14.0
4547,anthropomorphic,15.0
4548,anthropomorphism,16.0
4549,anthropomorphist,16.0
4550,anthropomorphite,16.0
4551,anthropomorphitic,17.0
4552,anthropomorphitism,18.0
4553,anthropomorphize,16.0
4554,anthropomorphology,18.0
4555,anthropomorphosis,17.0
4556,anthropomorphous,16.0
4557,anthropopathic,14.0
4558,anthropopathical,16.0
4559,anthropopathism,15.0
4560,anthropopathy,13.0
4561,anthropophagi,13.0
4562,anthropophagic,14.0
4563,anthropophagical,16.0
4564,anthropophaginian,17.0
4565,anthropophagite,15.0
4566,anthropophagous,15.0
4567,anthropophagy,13.0
4568,anthropophuism,14.0
4569,anthroposcopy,13.0
4570,anthroposophy,13.0
4571,anthropotomical,15.0
4572,anthropotomist,14.0
4573,anthropotomy,12.0
4574,anthypnotic,11.0
4575,anthypochondriac,16.0
4576,anthysteric,11.0
4577,anti,4.0
4578,antiae,6.0
4579,antialbumid,11.0
4580,antialbumose,12.0
4581,antiaphrodisiac,15.0
4582,antiapoplectic,14.0
4583,antiar,6.0
4584,antiarin,8.0
4585,antiasthmatic,13.0
4586,antiattrition,13.0
4587,antibacchius,12.0
4588,antibillous,11.0
4589,antibrachial,12.0
4590,antibrachium,12.0
4591,antibromic,10.0
4592,antiburgher,11.0
4593,antic,5.0
4594,anticked,8.0
4595,antickt,7.0
4596,anticatarrhal,13.0
4597,anticathode,11.0
4598,anticausodic,12.0
4599,anticausotic,12.0
4600,antichamber,11.0
4601,antichlor,9.0
4602,antichrist,10.0
4603,antichristian,13.0
4604,antichristianism,16.0
4605,antichristianity,16.0
4606,antichristianly,15.0
4607,antichronical,13.0
4608,antichronism,12.0
4609,antichthones,12.0
4610,antichthon,10.0
4611,anticipant,10.0
4612,anticipated,11.0
4613,anticipating,12.0
4614,anticipate,10.0
4615,anticipation,12.0
4616,anticipative,12.0
4617,anticipator,11.0
4618,anticipatory,12.0
4619,anticivic,9.0
4620,anticivism,10.0
4621,anticlastic,11.0
4622,anticlimax,10.0
4623,anticlinal,10.0
4624,anticlinoria,12.0
4625,anticlinorium,13.0
4626,anticly,7.0
4627,anticness,9.0
4628,anticonstitutional,18.0
4629,anticontagious,14.0
4630,anticonvulsive,14.0
4631,anticor,7.0
4632,anticous,8.0
4633,anticyclone,11.0
4634,antidotal,9.0
4635,antidotary,10.0
4636,antidote,8.0
4637,antidotical,11.0
4638,antidromous,11.0
4639,antidysenteric,14.0
4640,antiemetic,10.0
4641,antiephialtic,13.0
4642,antiepileptic,13.0
4643,antifebrile,11.0
4644,antifebrine,11.0
4645,antifriction,12.0
4646,antigalastic,12.0
4647,antigraph,9.0
4648,antiguggler,11.0
4649,antihelix,9.0
4650,antihemorrhagic,15.0
4651,antihydrophobic,15.0
4652,antihydropic,12.0
4653,antihypnotic,12.0
4654,antihypochondriac,17.0
4655,antihysteric,12.0
4656,antiicteric,11.0
4657,antilegomena,12.0
4658,antilibration,13.0
4659,antilithic,10.0
4660,antilogarithm,13.0
4661,antilogous,10.0
4662,antilogies,10.0
4663,antilogy,8.0
4664,antiloimic,10.0
4665,antilopine,10.0
4666,antiloquist,11.0
4667,antiloquy,9.0
4668,antilyssic,10.0
4669,antimacassar,12.0
4670,antimagistrical,15.0
4671,antimalarial,12.0
4672,antimask,8.0
4673,antimason,9.0
4674,antimasonry,11.0
4675,antimephitic,12.0
4676,antimere,8.0
4677,antimetabole,12.0
4678,antimetathesis,14.0
4679,antimeter,9.0
4680,antimonarchic,13.0
4681,antimonarchical,15.0
4682,antimonarchist,14.0
4683,antimonate,10.0
4684,antimonial,10.0
4685,antimoniated,12.0
4686,antimonic,9.0
4687,antimonious,11.0
4688,antimonite,10.0
4689,antimoniureted,14.0
4690,antimony,8.0
4691,antinational,12.0
4692,antinephritic,13.0
4693,antinomian,10.0
4694,antinomianism,13.0
4695,antinomist,10.0
4696,antinomies,10.0
4697,antinomy,8.0
4698,antiochian,10.0
4699,antiodontalgic,14.0
4700,antiorgastic,12.0
4701,antipapal,9.0
4702,antiparallel,12.0
4703,antiparallels,13.0
4704,antiparalytic,13.0
4705,antiparalytical,15.0
4706,antipathetic,12.0
4707,antipathetical,14.0
4708,antipathic,10.0
4709,antipathist,11.0
4710,antipathize,11.0
4711,antipathous,11.0
4712,antipathies,11.0
4713,antipathy,9.0
4714,antipeptone,11.0
4715,antiperiodic,12.0
4716,antiperistaltic,15.0
4717,antiperistasis,14.0
4718,antiperistatic,14.0
4719,antipetalous,12.0
4720,antipharmic,11.0
4721,antiphlogistian,15.0
4722,antiphlogistic,14.0
4723,antiphon,8.0
4724,antiphonal,10.0
4725,antiphonary,11.0
4726,antiphone,9.0
4727,antiphoner,10.0
4728,antiphonic,10.0
4729,antiphonies,11.0
4730,antiphony,9.0
4731,antiphrasis,11.0
4732,antiphrastic,12.0
4733,antiphrastical,14.0
4734,antiphthisic,12.0
4735,antiphysical,12.0
4736,antiplastic,11.0
4737,antipodagric,12.0
4738,antipodal,9.0
4739,antipode,8.0
4740,antipodean,10.0
4741,antipodes,9.0
4742,antipole,8.0
4743,antipope,8.0
4744,antipsoric,10.0
4745,antiptosis,10.0
4746,antiputrefactive,16.0
4747,antiputrescent,14.0
4748,antipyic,8.0
4749,antipyresis,11.0
4750,antipyretic,11.0
4751,antipyrine,10.0
4752,antipyrotic,11.0
4753,antiquarian,11.0
4754,antiquarianism,14.0
4755,antiquarianize,14.0
4756,antiquary,9.0
4757,antiquaries,11.0
4758,antiquate,9.0
4759,antiquated,10.0
4760,antiquatedness,14.0
4761,antiquateness,13.0
4762,antiquation,11.0
4763,antique,7.0
4764,antiquely,9.0
4765,antiqueness,11.0
4766,antiquist,9.0
4767,antiquitarian,13.0
4768,antiquities,11.0
4769,antiquity,9.0
4770,antirachitic,12.0
4771,antirenter,10.0
4772,antisabbatarian,15.0
4773,antisacerdotal,14.0
4774,antiscians,10.0
4775,antiscii,8.0
4776,antiscoletic,12.0
4777,antiscolic,10.0
4778,antiscorbutic,13.0
4779,antiscorbutical,15.0
4780,antiscriptural,14.0
4781,antisepalous,12.0
4782,antiseptic,10.0
4783,antiseptical,12.0
4784,antiseptically,14.0
4785,antislavery,11.0
4786,antisocial,10.0
4787,antisocialist,13.0
4788,antisolar,9.0
4789,antispasmodic,13.0
4790,antispast,9.0
4791,antispastic,11.0
4792,antisplenetic,13.0
4793,antistrophe,11.0
4794,antistrophic,12.0
4795,antistrophon,12.0
4796,antistrumatic,13.0
4797,antistrumous,12.0
4798,antisyphilitic,14.0
4799,antitheism,10.0
4800,antitheist,10.0
4801,antitheses,10.0
4802,antithesis,10.0
4803,antithet,8.0
4804,antithetic,10.0
4805,antithetical,12.0
4806,antithetically,14.0
4807,antitoxin,9.0
4808,antitoxine,10.0
4809,antitragus,10.0
4810,antitrochanter,14.0
4811,antitropal,10.0
4812,antitropous,11.0
4813,antitypal,9.0
4814,antitype,8.0
4815,antitypical,11.0
4816,antitypous,10.0
4817,antitypy,8.0
4818,antivaccination,15.0
4819,antivaccinationist,18.0
4820,antivaccinist,13.0
4821,antivariolous,13.0
4822,antivenereal,12.0
4823,antivivisection,15.0
4824,antivivisectionist,18.0
